76,31.195641,121.447144,1
176,31.195515,121.44709,6
276,31.196314,121.447922,11
376,31.196232,121.44696,16
476,31.195545,121.447189,21
576,31.193827,121.443237,26
676,31.194105,121.443382,31
776,31.194267,121.443573,36
876,31.193687,121.442825,41
976,31.193275,121.443413,46
1076,31.194407,121.443779,51
1177,31.194925,121.441666,56
1277,31.19467,121.441841,61
1377,31.195314,121.442574,66
1477,31.196587,121.44088,71
1577,31.197628,121.440758,76
1677,31.197815,121.440353,81
1777,31.199144,121.440407,86
1877,31.19972,121.44149,91
1977,31.199518,121.441116,96
2077,31.199837,121.443039,101
2177,31.200079,121.443649,106
2277,31.199982,121.442734,111
2377,31.200335,121.443695,116
2477,31.200108,121.445259,121
2577,31.200443,121.445427,126
2677,31.199911,121.445412,131
2777,31.197691,121.446671,136
2877,31.198566,121.446655,141
2977,31.199242,121.445953,146
3077,31.197836,121.447121,151
3177,31.196527,121.446793,156
3277,31.198879,121.446541,161
3377,31.197468,121.447533,166
3477,31.195042,121.447952,171
3577,31.194502,121.448502,176
3677,31.194403,121.448898,181
3777,31.194792,121.448654,186
3877,31.193895,121.448792,191
3977,31.193932,121.449623,196
4077,31.192976,121.449905,201
4177,31.193127,121.449745,206
4277,31.192266,121.448402,211
4377,31.192892,121.448685,216
4477,31.191662,121.447563,221
4577,31.191784,121.449303,226
4677,31.190964,121.446053,231
4777,31.191202,121.44635,236
4877,31.191393,121.445999,241
4977,31.190342,121.444244,246
5077,31.191515,121.44426,251
5177,31.191526,121.443855,256
5277,31.193115,121.443077,261
5379,31.193377,121.44278,266
